episode_id,selected,skip_reason,already_used_round4,already_used_round5,description_path,description_exists,summary_path,summary_exists,summary_metadata_exists,h5_dataset,h5_dataset_exists,h5_trs,description_segments,max_description_end_s,inferred_feature_trs,needed_end,margin,passes_desc_h5_tr
s02e17b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e17b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e17b/summary.json,True,True,ses-016_task-s02e17b,True,489,282,728.0,489,484,5,True
s02e18a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e18a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e18a/summary.json,True,True,ses-017_task-s02e18a,True,460,271,684.0,460,455,5,True
s02e18b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e18b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e18b/summary.json,True,True,ses-017_task-s02e18b,True,460,269,684.0,460,455,5,True
s02e19a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e19a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e19a/summary.json,True,True,ses-017_task-s02e19a,True,478,271,711.0,478,473,5,True
s02e19b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e19b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e19b/summary.json,True,True,ses-017_task-s02e19b,True,478,265,711.0,478,473,5,True
s02e20a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e20a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e20a/summary.json,True,True,ses-017_task-s02e20a,True,449,263,669.0,449,444,5,True
s02e20b,False,,True,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e20b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e20b/summary.json,True,True,ses-017_task-s02e20b,True,449,249,668.0,449,444,5,True
s02e21a,False,,True,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e21a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e21a/summary.json,True,True,ses-017_task-s02e21a,True,470,254,700.0,470,465,5,True
s02e21b,False,,True,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e21b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e21b/summary.json,True,True,ses-017_task-s02e21b,True,470,278,700.0,470,465,5,True
s02e22a,False,,True,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e22a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e22a/summary.json,True,True,ses-017_task-s02e22a,True,453,235,674.0,453,448,5,True
s02e22b,False,,True,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e22b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e22b/summary.json,True,True,ses-017_task-s02e22b,True,453,245,674.0,453,448,5,True
s02e23a,False,,True,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e23a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e23a/summary.json,True,True,ses-018_task-s02e23a,True,456,249,678.0,456,451,5,True
s02e23b,False,,True,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e23b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e23b/summary.json,True,True,ses-018_task-s02e23b,True,456,254,678.0,456,451,5,True
s02e24a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e24a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e24a/summary.json,True,True,ses-018_task-s02e24a,True,469,253,682.0,458,464,-6,False
s02e24b,False,,True,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e24b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e24b/summary.json,True,True,ses-018_task-s02e24b,True,469,252,697.0,468,464,4,True
s03e01a,False,,False,True,friends/description/downloaded_refine_descriptions/mv_friends_s03e01a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e01a/summary.json,True,True,ses-019_task-s03e01a,True,491,269,731.0,491,486,5,True
s03e01b,False,,False,True,friends/description/downloaded_refine_descriptions/mv_friends_s03e01b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e01b/summary.json,True,True,ses-019_task-s03e01b,True,491,264,731.0,491,486,5,True
s03e02a,False,,False,True,friends/description/downloaded_refine_descriptions/mv_friends_s03e02a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e02a/summary.json,True,True,ses-019_task-s03e02a,True,475,272,707.0,475,470,5,True
s03e02b,False,,False,True,friends/description/downloaded_refine_descriptions/mv_friends_s03e02b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e02b/summary.json,True,True,ses-019_task-s03e02b,True,475,282,707.0,475,470,5,True
s03e03a,False,,False,True,friends/description/downloaded_refine_descriptions/mv_friends_s03e03a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e03a/summary.json,True,True,ses-019_task-s03e03a,True,454,253,675.0,454,449,5,True
s03e03b,False,,False,True,friends/description/downloaded_refine_descriptions/mv_friends_s03e03b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e03b/summary.json,True,True,ses-019_task-s03e03b,True,454,284,675.0,454,449,5,True
s03e04a,False,,False,True,friends/description/downloaded_refine_descriptions/mv_friends_s03e04a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e04a/summary.json,True,True,ses-020_task-s03e04a,True,473,268,704.0,473,468,5,True
s03e04b,True,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e04b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e04b/summary.json,False,False,ses-020_task-s03e04b,True,473,274,704.0,473,468,5,True
s03e05a,True,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e05a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e05a/summary.json,False,False,ses-020_task-s03e05a,True,484,286,721.0,484,479,5,True
s03e05b,True,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e05b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e05b/summary.json,False,False,ses-020_task-s03e05b,True,484,299,721.0,484,479,5,True
s03e06a,False,skipped_abnormal_description_timeline,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e06a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e06a/summary.json,False,False,ses-020_task-s03e06a,True,470,259,1299.0,872,465,407,True
s03e06b,True,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e06b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e06b/summary.json,False,False,ses-020_task-s03e06b,True,470,283,698.0,469,465,4,True
s03e07a,True,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e07a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e07a/summary.json,False,False,ses-021_task-s03e07a,True,467,263,695.0,467,462,5,True
s03e07b,True,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e07b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e07b/summary.json,False,False,ses-021_task-s03e07b,True,467,268,695.0,467,462,5,True
s03e08a,True,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e08a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e08a/summary.json,False,False,ses-021_task-s03e08a,True,460,289,684.0,460,455,5,True
s03e08b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e08b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e08b/summary.json,False,False,ses-021_task-s03e08b,True,460,211,551.0,370,455,-85,False
s03e09a,True,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e09a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e09a/summary.json,False,False,ses-021_task-s03e09a,True,493,284,734.0,493,488,5,True
s03e09b,True,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e09b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e09b/summary.json,False,False,ses-021_task-s03e09b,True,493,248,734.0,493,488,5,True
s03e10a,True,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e10a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e10a/summary.json,False,False,ses-022_task-s03e10a,True,451,234,671.0,451,446,5,True
s03e10b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e10b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e10b/summary.json,False,False,ses-022_task-s03e10b,True,451,177,671.0,451,446,5,True
s03e11a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e11a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e11a/summary.json,False,False,ses-022_task-s03e11a,True,457,253,680.0,457,452,5,True
s03e11b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e11b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e11b/summary.json,False,False,ses-022_task-s03e11b,True,456,263,679.0,456,451,5,True
s03e12a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e12a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e12a/summary.json,False,False,ses-022_task-s03e12a,True,464,277,691.0,464,459,5,True
s03e12b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e12b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e12b/summary.json,False,False,ses-022_task-s03e12b,True,464,237,690.0,464,459,5,True
s03e13a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e13a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e13a/summary.json,False,False,ses-023_task-s03e13a,True,474,1,0.0,1,469,-468,False
s03e13b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e13b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e13b/summary.json,False,False,ses-023_task-s03e13b,True,473,252,704.0,473,468,5,True
s03e14a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e14a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e14a/summary.json,False,False,ses-023_task-s03e14a,True,458,266,682.0,458,453,5,True
s03e14b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e14b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e14b/summary.json,False,False,ses-023_task-s03e14b,True,458,249,682.0,458,453,5,True
s03e15a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e15a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e15a/summary.json,False,False,ses-024_task-s03e15a,True,458,280,682.0,458,453,5,True
s03e15b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e15b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e15b/summary.json,False,False,ses-024_task-s03e15b,True,458,247,681.0,458,453,5,True
s03e16a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e16a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e16a/summary.json,False,False,ses-024_task-s03e16a,True,468,258,697.0,468,463,5,True
s03e16b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e16b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e16b/summary.json,False,False,ses-024_task-s03e16b,True,468,251,697.0,468,463,5,True
s03e17a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e17a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e17a/summary.json,False,False,ses-024_task-s03e17a,True,454,255,675.0,454,449,5,True
s03e17b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e17b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e17b/summary.json,False,False,ses-024_task-s03e17b,True,453,264,674.0,453,448,5,True
s03e18a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e18a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e18a/summary.json,False,False,ses-025_task-s03e18a,True,469,261,698.0,469,464,5,True
s03e18b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e18b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e18b/summary.json,False,False,ses-025_task-s03e18b,True,469,277,698.0,469,464,5,True
s03e19a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e19a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e19a/summary.json,False,False,ses-025_task-s03e19a,True,468,278,697.0,468,463,5,True
s03e19b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e19b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e19b/summary.json,False,False,ses-025_task-s03e19b,True,468,278,697.0,468,463,5,True
s03e20a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e20a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e20a/summary.json,False,False,ses-025_task-s03e20a,True,464,273,690.0,464,459,5,True
s03e20b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e20b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e20b/summary.json,False,False,ses-025_task-s03e20b,True,464,257,690.0,464,459,5,True
s03e21a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e21a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e21a/summary.json,False,False,ses-026_task-s03e21a,True,460,255,685.0,460,455,5,True
s03e21b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e21b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e21b/summary.json,False,False,ses-026_task-s03e21b,True,460,279,685.0,460,455,5,True
s03e22a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e22a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e22a/summary.json,False,False,ses-026_task-s03e22a,True,463,269,689.0,463,458,5,True
s03e22b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e22b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e22b/summary.json,False,False,ses-026_task-s03e22b,True,463,252,689.0,463,458,5,True
s03e23a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e23a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e23a/summary.json,False,False,ses-027_task-s03e23a,True,470,273,699.0,470,465,5,True
s03e23b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e23b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e23b/summary.json,False,False,ses-027_task-s03e23b,True,470,272,699.0,470,465,5,True
s03e24a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e24a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e24a/summary.json,False,False,ses-027_task-s03e24a,True,454,227,676.0,454,449,5,True
s03e24b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e24b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e24b/summary.json,False,False,ses-027_task-s03e24b,True,454,250,676.0,454,449,5,True
s03e25a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e25a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e25a/summary.json,False,False,ses-027_task-s03e25a,True,479,213,713.0,479,474,5,True
s03e25b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s03e25b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e25b/summary.json,False,False,ses-027_task-s03e25b,True,479,257,713.0,479,474,5,True
s04e01a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s04e01a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e01a/summary.json,False,False,ses-027_task-s04e01a,True,468,265,696.0,468,463,5,True
s04e01b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s04e01b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e01b/summary.json,False,False,ses-027_task-s04e01b,True,468,285,696.0,468,463,5,True
s04e02a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s04e02a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e02a/summary.json,False,False,ses-027_task-s04e02a,True,478,282,712.0,478,473,5,True
s04e02b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s04e02b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e02b/summary.json,False,False,ses-027_task-s04e02b,True,478,271,712.0,478,473,5,True
s04e03a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s04e03a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e03a/summary.json,False,False,ses-028_task-s04e03a,True,445,236,662.0,445,440,5,True
s04e03b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s04e03b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e03b/summary.json,False,False,ses-028_task-s04e03b,True,445,262,662.0,445,440,5,True
s04e04a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s04e04a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e04a/summary.json,False,False,ses-028_task-s04e04a,True,453,270,674.0,453,448,5,True
s04e04b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s04e04b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e04b/summary.json,False,False,ses-028_task-s04e04b,True,453,263,674.0,453,448,5,True
s04e05a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s04e05a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e05a/summary.json,False,False,ses-028_task-s04e05a,True,471,247,701.0,471,466,5,True
s04e05b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s04e05b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e05b/summary.json,False,False,ses-028_task-s04e05b,True,471,263,701.0,471,466,5,True
s04e06a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s04e06a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e06a/summary.json,False,False,ses-028_task-s04e06a,True,465,253,692.0,465,460,5,True
s04e06b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s04e06b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e06b/summary.json,False,False,ses-028_task-s04e06b,True,465,247,692.0,465,460,5,True
s04e07a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s04e07a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e07a/summary.json,False,False,ses-028_task-s04e07a,True,497,277,740.0,497,492,5,True
s04e07b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s04e07b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e07b/summary.json,False,False,ses-028_task-s04e07b,True,497,300,740.0,497,492,5,True
s04e08a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s04e08a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e08a/summary.json,False,False,ses-029_task-s04e08a,True,503,302,748.0,503,498,5,True
s04e08b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s04e08b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e08b/summary.json,False,False,ses-029_task-s04e08b,True,503,299,748.0,503,498,5,True
