episode_id,selected,current_split,already_in_current_config,known_bad_description,description_exists,description_segments,max_description_end_s,inferred_feature_trs,description_parse_error,h5_dataset_exists,h5_dataset,h5_trs,needed_end,margin,passes_desc_h5_tr,summary_ok,complete_roi_count,missing_roi_count,warning_total,failed_batches,zero_filled_segments,eligible_new_train,skip_reason,description_path
s03e07a,False,train,True,False,True,263,695.0,467,,True,ses-021_task-s03e07a,467,462,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e07a/descriptions/refined_description.md
s03e07b,False,train,True,False,True,268,695.0,467,,True,ses-021_task-s03e07b,467,462,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e07b/descriptions/refined_description.md
s03e08a,False,train,True,False,True,289,684.0,460,,True,ses-021_task-s03e08a,460,455,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e08a/descriptions/refined_description.md
s03e08b,False,,False,False,True,211,551.0,370,,True,ses-021_task-s03e08b,460,455,-85,False,False,0,14,0,0,0,False,insufficient_description_h5_tr_coverage,friends/description/downloaded_refine_descriptions/mv_friends_s03e08b/descriptions/refined_description.md
s03e09a,False,train,True,False,True,284,734.0,493,,True,ses-021_task-s03e09a,493,488,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e09a/descriptions/refined_description.md
s03e09b,False,train,True,False,True,248,734.0,493,,True,ses-021_task-s03e09b,493,488,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e09b/descriptions/refined_description.md
s03e10a,False,train,True,False,True,234,671.0,451,,True,ses-022_task-s03e10a,451,446,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e10a/descriptions/refined_description.md
s03e10b,False,train,True,False,True,177,671.0,451,,True,ses-022_task-s03e10b,451,446,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e10b/descriptions/refined_description.md
s03e11a,False,train,True,False,True,253,680.0,457,,True,ses-022_task-s03e11a,457,452,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e11a/descriptions/refined_description.md
s03e11b,False,train,True,False,True,263,679.0,456,,True,ses-022_task-s03e11b,456,451,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e11b/descriptions/refined_description.md
s03e12a,False,train,True,False,True,277,691.0,464,,True,ses-022_task-s03e12a,464,459,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e12a/descriptions/refined_description.md
s03e12b,False,train,True,False,True,237,690.0,464,,True,ses-022_task-s03e12b,464,459,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e12b/descriptions/refined_description.md
s03e13a,False,,False,False,True,1,0.0,0,,True,ses-023_task-s03e13a,474,469,-469,False,False,0,14,0,0,0,False,insufficient_description_h5_tr_coverage,friends/description/downloaded_refine_descriptions/mv_friends_s03e13a/descriptions/refined_description.md
s03e13b,False,train,True,False,True,252,704.0,473,,True,ses-023_task-s03e13b,473,468,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e13b/descriptions/refined_description.md
s03e14a,False,train,True,False,True,266,682.0,458,,True,ses-023_task-s03e14a,458,453,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e14a/descriptions/refined_description.md
s03e14b,False,train,True,False,True,249,682.0,458,,True,ses-023_task-s03e14b,458,453,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e14b/descriptions/refined_description.md
s03e15a,False,train,True,False,True,280,682.0,458,,True,ses-024_task-s03e15a,458,453,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e15a/descriptions/refined_description.md
s03e15b,False,train,True,False,True,247,681.0,458,,True,ses-024_task-s03e15b,458,453,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e15b/descriptions/refined_description.md
s03e16a,False,train,True,False,True,258,697.0,468,,True,ses-024_task-s03e16a,468,463,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e16a/descriptions/refined_description.md
s03e16b,False,train,True,False,True,251,697.0,468,,True,ses-024_task-s03e16b,468,463,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e16b/descriptions/refined_description.md
s03e17a,False,train,True,False,True,255,675.0,454,,True,ses-024_task-s03e17a,454,449,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e17a/descriptions/refined_description.md
s03e17b,False,train,True,False,True,264,674.0,453,,True,ses-024_task-s03e17b,453,448,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e17b/descriptions/refined_description.md
s03e18a,False,train,True,False,True,261,698.0,469,,True,ses-025_task-s03e18a,469,464,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e18a/descriptions/refined_description.md
s03e18b,False,train,True,False,True,277,698.0,469,,True,ses-025_task-s03e18b,469,464,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e18b/descriptions/refined_description.md
s03e19a,False,train,True,False,True,278,697.0,468,,True,ses-025_task-s03e19a,468,463,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e19a/descriptions/refined_description.md
s03e19b,False,train,True,False,True,278,697.0,468,,True,ses-025_task-s03e19b,468,463,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e19b/descriptions/refined_description.md
s03e20a,False,train,True,False,True,273,690.0,464,,True,ses-025_task-s03e20a,464,459,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e20a/descriptions/refined_description.md
s03e20b,False,train,True,False,True,257,690.0,464,,True,ses-025_task-s03e20b,464,459,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e20b/descriptions/refined_description.md
s03e21a,False,train,True,False,True,255,685.0,460,,True,ses-026_task-s03e21a,460,455,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e21a/descriptions/refined_description.md
s03e21b,False,train,True,False,True,279,685.0,460,,True,ses-026_task-s03e21b,460,455,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e21b/descriptions/refined_description.md
s03e22a,False,train,True,False,True,269,689.0,463,,True,ses-026_task-s03e22a,463,458,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e22a/descriptions/refined_description.md
s03e22b,False,train,True,False,True,252,689.0,463,,True,ses-026_task-s03e22b,463,458,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e22b/descriptions/refined_description.md
s03e23a,False,train,True,False,True,273,699.0,470,,True,ses-027_task-s03e23a,470,465,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e23a/descriptions/refined_description.md
s03e23b,False,train,True,False,True,272,699.0,470,,True,ses-027_task-s03e23b,470,465,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e23b/descriptions/refined_description.md
s03e24a,False,train,True,False,True,227,676.0,454,,True,ses-027_task-s03e24a,454,449,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e24a/descriptions/refined_description.md
s03e24b,False,train,True,False,True,250,676.0,454,,True,ses-027_task-s03e24b,454,449,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e24b/descriptions/refined_description.md
s03e25a,False,train,True,False,True,213,713.0,479,,True,ses-027_task-s03e25a,479,474,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e25a/descriptions/refined_description.md
s03e25b,False,train,True,False,True,257,713.0,479,,True,ses-027_task-s03e25b,479,474,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s03e25b/descriptions/refined_description.md
s04e01a,False,train,True,False,True,265,696.0,468,,True,ses-027_task-s04e01a,468,463,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s04e01a/descriptions/refined_description.md
s04e01b,False,train,True,False,True,285,696.0,468,,True,ses-027_task-s04e01b,468,463,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s04e01b/descriptions/refined_description.md
s04e02a,False,train,True,False,True,282,712.0,478,,True,ses-027_task-s04e02a,478,473,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s04e02a/descriptions/refined_description.md
s04e02b,False,train,True,False,True,271,712.0,478,,True,ses-027_task-s04e02b,478,473,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s04e02b/descriptions/refined_description.md
s04e03a,False,train,True,False,True,236,662.0,445,,True,ses-028_task-s04e03a,445,440,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s04e03a/descriptions/refined_description.md
s04e03b,False,train,True,False,True,262,662.0,445,,True,ses-028_task-s04e03b,445,440,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s04e03b/descriptions/refined_description.md
s04e04a,False,train,True,False,True,270,674.0,453,,True,ses-028_task-s04e04a,453,448,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s04e04a/descriptions/refined_description.md
s04e04b,False,train,True,False,True,263,674.0,453,,True,ses-028_task-s04e04b,453,448,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s04e04b/descriptions/refined_description.md
s04e05a,False,train,True,False,True,247,701.0,471,,True,ses-028_task-s04e05a,471,466,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s04e05a/descriptions/refined_description.md
s04e05b,False,train,True,False,True,263,701.0,471,,True,ses-028_task-s04e05b,471,466,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s04e05b/descriptions/refined_description.md
s04e06a,False,train,True,False,True,253,692.0,465,,True,ses-028_task-s04e06a,465,460,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s04e06a/descriptions/refined_description.md
s04e06b,False,train,True,False,True,247,692.0,465,,True,ses-028_task-s04e06b,465,460,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s04e06b/descriptions/refined_description.md
s04e07a,False,train,True,False,True,277,740.0,497,,True,ses-028_task-s04e07a,497,492,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s04e07a/descriptions/refined_description.md
s04e07b,False,train,True,False,True,300,740.0,497,,True,ses-028_task-s04e07b,497,492,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s04e07b/descriptions/refined_description.md
s04e08a,False,train,True,False,True,302,748.0,503,,True,ses-029_task-s04e08a,503,498,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s04e08a/descriptions/refined_description.md
s04e08b,False,train,True,False,True,299,748.0,503,,True,ses-029_task-s04e08b,503,498,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s04e08b/descriptions/refined_description.md
s04e09a,False,train,True,False,True,267,656.0,441,,True,ses-029_task-s04e09a,441,436,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s04e09a/descriptions/refined_description.md
s04e09b,False,train,True,False,True,259,656.0,441,,True,ses-029_task-s04e09b,441,436,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s04e09b/descriptions/refined_description.md
s04e10a,False,train,True,False,True,244,668.0,449,,True,ses-029_task-s04e10a,449,444,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s04e10a/descriptions/refined_description.md
s04e10b,False,train,True,False,True,259,668.0,449,,True,ses-029_task-s04e10b,449,444,5,True,True,14,0,0,0,0,False,already_in_train,friends/description/downloaded_refine_descriptions/mv_friends_s04e10b/descriptions/refined_description.md
s04e11a,True,,False,False,True,275,719.0,483,,True,ses-029_task-s04e11a,483,478,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e11a/descriptions/refined_description.md
s04e11b,True,,False,False,True,288,719.0,483,,True,ses-029_task-s04e11b,483,478,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e11b/descriptions/refined_description.md
s04e12a,True,,False,False,True,267,693.0,466,,True,ses-030_task-s04e12a,466,461,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e12a/descriptions/refined_description.md
s04e12b,True,,False,False,True,252,693.0,466,,True,ses-030_task-s04e12b,466,461,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e12b/descriptions/refined_description.md
s04e13a,True,,False,False,True,255,667.0,448,,True,ses-030_task-s04e13a,448,443,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e13a/descriptions/refined_description.md
s04e13b,True,,False,False,True,267,667.0,448,,True,ses-030_task-s04e13b,448,443,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e13b/descriptions/refined_description.md
s04e14a,True,,False,False,True,254,665.0,447,,True,ses-030_task-s04e14a,447,442,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e14a/descriptions/refined_description.md
s04e14b,True,,False,False,True,257,664.0,446,,True,ses-030_task-s04e14b,447,442,4,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e14b/descriptions/refined_description.md
s04e15a,True,,False,False,True,240,661.0,444,,True,ses-031_task-s04e15a,444,439,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e15a/descriptions/refined_description.md
s04e15b,True,,False,False,True,261,661.0,444,,True,ses-031_task-s04e15b,444,439,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e15b/descriptions/refined_description.md
s04e16a,False,,False,False,True,241,637.0,428,,True,ses-031_task-s04e16a,487,482,-54,False,False,0,14,0,0,0,False,insufficient_description_h5_tr_coverage,friends/description/downloaded_refine_descriptions/mv_friends_s04e16a/descriptions/refined_description.md
s04e16b,False,,False,False,True,248,725.0,487,,True,ses-031_task-s04e16b,487,482,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e16b/descriptions/refined_description.md
s04e17a,False,,False,False,True,285,712.0,478,,True,ses-031_task-s04e17a,478,473,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e17a/descriptions/refined_description.md
s04e17b,False,,False,False,True,275,711.0,478,,True,ses-031_task-s04e17b,478,473,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e17b/descriptions/refined_description.md
s04e18a,False,,False,False,True,235,670.0,450,,True,ses-032_task-s04e18a,450,445,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e18a/descriptions/refined_description.md
s04e18b,False,,False,False,True,263,670.0,450,,True,ses-032_task-s04e18b,450,445,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e18b/descriptions/refined_description.md
s04e19a,False,,False,False,True,250,651.0,437,,True,ses-032_task-s04e19a,437,432,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e19a/descriptions/refined_description.md
s04e19b,False,,False,False,True,261,651.0,437,,True,ses-032_task-s04e19b,437,432,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e19b/descriptions/refined_description.md
s04e20a,False,,False,False,True,254,666.0,447,,True,ses-033_task-s04e20a,447,442,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e20a/descriptions/refined_description.md
s04e20b,False,,False,False,True,284,666.0,447,,True,ses-033_task-s04e20b,447,442,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e20b/descriptions/refined_description.md
s04e21a,False,,False,False,True,237,667.0,448,,True,ses-034_task-s04e21a,448,443,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e21a/descriptions/refined_description.md
s04e21b,False,,False,False,True,254,666.0,447,,True,ses-034_task-s04e21b,448,443,4,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e21b/descriptions/refined_description.md
s04e22a,False,,False,False,True,266,683.0,459,,True,ses-034_task-s04e22a,459,454,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e22a/descriptions/refined_description.md
s04e22b,False,,False,False,True,263,683.0,459,,True,ses-034_task-s04e22b,459,454,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e22b/descriptions/refined_description.md
s04e23a,False,,False,False,True,277,750.0,504,,True,ses-035_task-s04e23a,505,500,4,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e23a/descriptions/refined_description.md
s04e23b,False,,False,False,True,243,750.0,504,,True,ses-035_task-s04e23b,504,499,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e23b/descriptions/refined_description.md
s04e23c,False,,False,False,True,273,750.0,504,,True,ses-035_task-s04e23c,504,499,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e23c/descriptions/refined_description.md
s04e23d,False,,False,False,True,274,750.0,504,,True,ses-035_task-s04e23d,504,499,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s04e23d/descriptions/refined_description.md
s05e01a,False,,False,False,True,242,653.0,439,,True,ses-036_task-s05e01a,439,434,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e01a/descriptions/refined_description.md
s05e01b,False,,False,False,True,275,706.0,474,,True,ses-036_task-s05e01b,474,469,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e01b/descriptions/refined_description.md
s05e02a,False,,False,False,True,288,737.0,495,,True,ses-036_task-s05e02a,495,490,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e02a/descriptions/refined_description.md
s05e02b,False,,False,False,True,315,790.0,531,,True,ses-036_task-s05e02b,531,526,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e02b/descriptions/refined_description.md
s05e03a,False,,False,False,True,265,661.0,444,,True,ses-037_task-s05e03a,444,439,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e03a/descriptions/refined_description.md
s05e03b,False,,False,False,True,273,705.0,474,,True,ses-037_task-s05e03b,474,469,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e03b/descriptions/refined_description.md
s05e04a,False,,False,False,True,256,727.0,488,,True,ses-037_task-s05e04a,488,483,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e04a/descriptions/refined_description.md
s05e04b,False,,False,False,True,279,780.0,524,,True,ses-037_task-s05e04b,524,519,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e04b/descriptions/refined_description.md
s05e05a,False,,False,False,True,282,724.0,486,,True,ses-041_task-s05e05a,486,481,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e05a/descriptions/refined_description.md
s05e05b,False,,False,False,True,305,775.0,521,,True,ses-041_task-s05e05b,521,516,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e05b/descriptions/refined_description.md
s05e06a,False,,False,False,True,244,683.0,459,,True,ses-041_task-s05e06a,459,454,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e06a/descriptions/refined_description.md
s05e06b,False,,False,False,True,298,734.0,493,,True,ses-041_task-s05e06b,493,488,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e06b/descriptions/refined_description.md
s05e07a,False,,False,False,True,265,683.0,459,,True,ses-042_task-s05e07a,459,454,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e07a/descriptions/refined_description.md
s05e07b,False,,False,False,True,277,734.0,493,,True,ses-042_task-s05e07b,493,488,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e07b/descriptions/refined_description.md
s05e08a,False,,False,False,True,257,664.0,446,,True,ses-043_task-s05e08a,446,441,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e08a/descriptions/refined_description.md
s05e08b,False,,False,False,True,283,715.0,480,,True,ses-043_task-s05e08b,480,475,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e08b/descriptions/refined_description.md
s05e09a,False,,False,False,True,240,678.0,456,,True,ses-044_task-s05e09a,456,451,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e09a/descriptions/refined_description.md
s05e09b,False,,False,False,True,285,729.0,490,,True,ses-044_task-s05e09b,490,485,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e09b/descriptions/refined_description.md
s05e10a,False,,False,False,True,277,670.0,450,,True,ses-044_task-s05e10a,450,445,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e10a/descriptions/refined_description.md
s05e10b,False,,False,False,True,258,721.0,484,,True,ses-044_task-s05e10b,484,479,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e10b/descriptions/refined_description.md
s05e11a,False,,False,False,True,275,709.0,476,,True,ses-045_task-s05e11a,476,471,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e11a/descriptions/refined_description.md
s05e11b,False,,False,False,True,269,760.0,511,,True,ses-045_task-s05e11b,511,506,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e11b/descriptions/refined_description.md
s05e12a,False,,False,False,True,260,663.0,445,,True,ses-045_task-s05e12a,445,440,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e12a/descriptions/refined_description.md
s05e12b,False,,False,False,True,278,714.0,480,,True,ses-045_task-s05e12b,480,475,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e12b/descriptions/refined_description.md
s05e13a,False,,False,False,True,262,684.0,460,,True,ses-046_task-s05e13a,460,455,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e13a/descriptions/refined_description.md
s05e13b,False,,False,False,True,301,735.0,494,,True,ses-046_task-s05e13b,494,489,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e13b/descriptions/refined_description.md
s05e14a,False,,False,False,True,263,723.0,486,,True,ses-046_task-s05e14a,486,481,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e14a/descriptions/refined_description.md
s05e14b,False,,False,False,True,292,774.0,520,,True,ses-046_task-s05e14b,520,515,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s05e14b/descriptions/refined_description.md
